title,structural_archetype,primary_domain,sub_category,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
62- Noor R7-9/A51-64 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-02-03,Saturday,4,61,7,0,11.48,28:30,https://i.ytimg.com/vi/ycOLnD8Qbj8/maxresdefault.jpg,https://youtube.com/watch?v=ycOLnD8Qbj8,ycOLnD8Qbj8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
12-  Aal e Imran R17-20 | Dora Tarjuma Quran 2023,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-06-27,Tuesday,11,61,9,1,16.39,47:35,https://i.ytimg.com/vi/04XY8HIyfYU/maxresdefault.jpg,https://youtube.com/watch?v=04XY8HIyfYU,04XY8HIyfYU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
5 stages of life | زندگی کے 5 مراحل |Special Lecture 7A,General Discourse,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-01-09,Monday,15,61,8,0,13.11,50:59,https://i.ytimg.com/vi/541C5Wtulac/maxresdefault.jpg,https://youtube.com/watch?v=541C5Wtulac,541C5Wtulac,"Special Lecture series # 7A From Spiritual life to eternal life after death, different stages of life. Childhood, adulthood, youth, old life, and the real purpose of life عالمِ ارواح سے لیکر آخرت کی ابدی زنگی تک انسانی زندگی کے مختلف مراحل بچپن، لڑکپن، جوانی،ادھیڑعمری اور بڑھاپے کے دوران کرنے کا اصل کام #life #childhood #adulthood #Youth #old #death #hereafter #quran #بچپن #جوانی #بڑھاپا #لڑکپن Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestio..."
23. Sorat Hood # Dora Quran 2025,Standalone Keynotes,Civilizational History & Seerah,Prophetic Era (Seerah),2025-03-12,Wednesday,7,60,5,0,8.33,01:06:48,https://i.ytimg.com/vi/sU9XY2yv6-U/maxresdefault.jpg,https://youtube.com/watch?v=sU9XY2yv6-U,sU9XY2yv6-U,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
16. Quranic Arabic Class | To order & Rule of vowels,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-02-20,Thursday,5,60,4,0,6.67,01:24:26,https://i.ytimg.com/vi/lXdJss2UixM/maxresdefault.jpg,https://youtube.com/watch?v=lXdJss2UixM,lXdJss2UixM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"Quran, Justice & Pakistan",Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-07-29,Monday,5,60,4,0,6.67,01:02:41,https://i.ytimg.com/vi/44xEqRyrSJU/sddefault.jpg,https://youtube.com/watch?v=44xEqRyrSJU,44xEqRyrSJU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Muhammad S.A.W | اسمِ محمد صلی اللّٰہ علیہ وسلم,General Discourse,General Public Address,Unassigned Overview Topics,2023-11-24,Friday,12,60,8,2,16.67,21:54,https://i.ytimg.com/vi/B7rxo_m1TGM/maxresdefault.jpg,https://youtube.com/watch?v=B7rxo_m1TGM,B7rxo_m1TGM,"Most beautiful, most perfect, most praiseworthy, and most beloved name."
09- Aale Imran R1-6 | Dora Tarjuma Quran 2023,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-05-28,Sunday,21,60,7,0,11.67,48:58,https://i.ytimg.com/vi/Q_j_5cUn5yk/maxresdefault.jpg,https://youtube.com/watch?v=Q_j_5cUn5yk,Q_j_5cUn5yk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Welcome Ramazan 2025,General Discourse,General Public Address,Unassigned Overview Topics,2025-02-28,Friday,3,59,3,0,5.08,01:00,https://i.ytimg.com/vi/WNjw3MkZoZs/sddefault.jpg,https://youtube.com/watch?v=WNjw3MkZoZs,WNjw3MkZoZs,
11c. Stories of Nations. why they fell? Sorat Hood,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-05,Friday,5,59,3,0,5.08,50:02,https://i.ytimg.com/vi/wDHQmRMUg5E/maxresdefault.jpg,https://youtube.com/watch?v=wDHQmRMUg5E,wDHQmRMUg5E,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
7c. Debate of Ibrahim A.S. Anaam 2,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-18,Monday,7,59,1,0,1.69,01:01:42,https://i.ytimg.com/vi/leWlqMPf3nY/maxresdefault.jpg,https://youtube.com/watch?v=leWlqMPf3nY,leWlqMPf3nY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
HSE Istiqbal e Ramazan 2026,Standalone Keynotes,Iqbalian Philosophy (Fikr-e-Iqbal),General Discussion,2026-02-16,Monday,9,58,7,0,12.07,59:56,https://i.ytimg.com/vi/Gw7K0aq5lzU/maxresdefault.jpg,https://youtube.com/watch?v=Gw7K0aq5lzU,Gw7K0aq5lzU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
5/14 Quranic Arabic Learning,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-01-31,Saturday,5,58,3,0,5.17,01:09:25,https://i.ytimg.com/vi/nwJCqOpfvpo/maxresdefault.jpg,https://youtube.com/watch?v=nwJCqOpfvpo,nwJCqOpfvpo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
51. Sorat Waqia 40 to Sorat Mujadila end # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-25,Tuesday,19,58,6,0,10.34,01:03:16,https://i.ytimg.com/vi/em_VontBl7M/maxresdefault.jpg,https://youtube.com/watch?v=em_VontBl7M,em_VontBl7M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
33. Sora Mominon & Noor 26 # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-16,Sunday,19,58,6,0,10.34,01:23:06,https://i.ytimg.com/vi/bS4OS9HRO6M/maxresdefault.jpg,https://youtube.com/watch?v=bS4OS9HRO6M,bS4OS9HRO6M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"15. Quranic Arabic Class | Matter, Die & shapes",Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-02-19,Wednesday,5,58,2,0,3.45,01:16:16,https://i.ytimg.com/vi/ld5yjE_y6TE/maxresdefault.jpg,https://youtube.com/watch?v=ld5yjE_y6TE,ld5yjE_y6TE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
3b. Economic guidance. Baqara,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-14,Thursday,9,58,4,0,6.9,01:09:30,https://i.ytimg.com/vi/cWmmsFdRrm0/maxresdefault.jpg,https://youtube.com/watch?v=cWmmsFdRrm0,cWmmsFdRrm0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
وقل لعبادى يقول التى هى احسن,General Discourse,General Public Address,Unassigned Overview Topics,2023-12-14,Thursday,20,58,14,0,24.14,00:53,https://i.ytimg.com/vi/dmaiiszKYPc/maxresdefault.jpg,https://youtube.com/watch?v=dmaiiszKYPc,dmaiiszKYPc,
Shame -5 | حیا و پاکبازی | Quranic Case Study | سورۃ یوسف | Special Lecture 12,General Discourse,Constitutional Law & Statecraft,Amendments & Legal History,2023-02-08,Wednesday,3,58,5,0,8.62,26:44,https://i.ytimg.com/vi/LnN1la7XitU/maxresdefault.jpg,https://youtube.com/watch?v=LnN1la7XitU,LnN1la7XitU,"Sex Discipline in Islam -5 | حیا و پاکبازی | Quranic Case Study | سورۃ یوسف | Special Lecture 12 This is a group of lectures about the Quranic descriptions of Islamic principles of Shame, Chastity, Sex Discipline, and refraining from vulgarity. #vulgarity #shame #Chastity #Sex_discipline #dress #shatan Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video.."
Join us this year #quran #tarjumaequran https://maps.app.goo.gl/FDSR4wpXbUg9eKoaA?g_st=aw,Standalone Keynotes,General Public Address,Unassigned Overview Topics,2026-02-14,Saturday,4,57,3,0,5.26,00:22,https://i.ytimg.com/vi/zxMCBcg5cYc/maxresdefault.jpg,https://youtube.com/watch?v=zxMCBcg5cYc,zxMCBcg5cYc,
2/14 Quranic Arabic Learning,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-01-19,Monday,6,57,2,0,3.51,01:36:30,https://i.ytimg.com/vi/Pd07uYwom6E/maxresdefault.jpg,https://youtube.com/watch?v=Pd07uYwom6E,Pd07uYwom6E,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
32. Sorat Hajj # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-16,Sunday,18,57,5,0,8.77,01:27:38,https://i.ytimg.com/vi/Wfn2BUhRxx4/maxresdefault.jpg,https://youtube.com/watch?v=Wfn2BUhRxx4,Wfn2BUhRxx4,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
28. Sorat Bani israel # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-15,Saturday,6,57,7,0,12.28,01:42:35,https://i.ytimg.com/vi/rHxVEO35XdU/maxresdefault.jpg,https://youtube.com/watch?v=rHxVEO35XdU,rHxVEO35XdU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
7. Quranic Arabic Class | To Question & Intro of Verb,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-02-06,Thursday,4,57,3,0,5.26,01:08:31,https://i.ytimg.com/vi/69jXKCuUML0/maxresdefault.jpg,https://youtube.com/watch?v=69jXKCuUML0,69jXKCuUML0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
10- Aal e Imran R7-12 | Dora Tarjuma Quran 2023,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-06-08,Thursday,9,57,9,2,19.3,01:02:42,https://i.ytimg.com/vi/YFyR8eRwsAk/maxresdefault.jpg,https://youtube.com/watch?v=YFyR8eRwsAk,YFyR8eRwsAk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
56. Sorah Rahman & Waqia | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-15,Sunday,8,56,3,0,5.36,40:46,https://i.ytimg.com/vi/qi_ybV6Z6kc/maxresdefault.jpg,https://youtube.com/watch?v=qi_ybV6Z6kc,qi_ybV6Z6kc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
27. Sorat Nahl # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-14,Friday,7,56,9,0,16.07,01:20:05,https://i.ytimg.com/vi/YWMxwdLCtiQ/maxresdefault.jpg,https://youtube.com/watch?v=YWMxwdLCtiQ,YWMxwdLCtiQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
14. Quranic Arabic Class | Revision of verb & Intro of shapes,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-02-18,Tuesday,5,56,2,0,3.57,01:32:25,https://i.ytimg.com/vi/So11mozZ8hc/maxresdefault.jpg,https://youtube.com/watch?v=So11mozZ8hc,So11mozZ8hc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
11. Quranic Arabic Class | Past & Present tense,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-02-12,Wednesday,4,56,4,0,7.14,01:07:55,https://i.ytimg.com/vi/YxAJtrwJ_QE/maxresdefault.jpg,https://youtube.com/watch?v=YxAJtrwJ_QE,YxAJtrwJ_QE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
9c. How to fight? Anfaal 2,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-20,Wednesday,7,56,6,0,10.71,55:10,https://i.ytimg.com/vi/o1uVM5OLL8U/maxresdefault.jpg,https://youtube.com/watch?v=o1uVM5OLL8U,o1uVM5OLL8U,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
51- Kahaf R9-12/A60-110 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-12-20,Wednesday,2,56,6,0,10.71,41:29,https://i.ytimg.com/vi/sguefhL_9SM/maxresdefault.jpg,https://youtube.com/watch?v=sguefhL_9SM,sguefhL_9SM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
History of Bani Israeel,Standalone Keynotes,Civilizational History & Seerah,General Discussion,2025-01-05,Sunday,4,55,4,0,7.27,58:20,https://i.ytimg.com/vi/C69hWU0G5wg/maxresdefault.jpg,https://youtube.com/watch?v=C69hWU0G5wg,C69hWU0G5wg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"28b. Reality of Man, Hidayat & Seerat. Shams to Alaq",Standalone Keynotes,Civilizational History & Seerah,Prophetic Era (Seerah),2024-04-08,Monday,6,55,2,0,3.64,01:25:47,https://i.ytimg.com/vi/KIznPFz5vn0/maxresdefault.jpg,https://youtube.com/watch?v=KIznPFz5vn0,KIznPFz5vn0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
5c. Migration & War. Nisaa 3,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-16,Saturday,7,55,7,0,12.73,54:04,https://i.ytimg.com/vi/gaj_W1XGDWk/maxresdefault.jpg,https://youtube.com/watch?v=gaj_W1XGDWk,gaj_W1XGDWk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
56- Hajj R1-9/A1-72 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-01-25,Thursday,4,55,6,0,10.91,51:13,https://i.ytimg.com/vi/MXNwmDMzx8k/maxresdefault.jpg,https://youtube.com/watch?v=MXNwmDMzx8k,MXNwmDMzx8k,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Quranic Economic principles -6 | اسلام کا اخلاقی معاشی نظام,General Discourse,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-05-23,Tuesday,5,55,5,1,10.91,15:42,https://i.ytimg.com/vi/oKHpEJxZ9X0/maxresdefault.jpg,https://youtube.com/watch?v=oKHpEJxZ9X0,oKHpEJxZ9X0,"قرآن کی معاشی تعلیمات -6 | Special lecture series # 21. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Iblees ki majlis e shoora | ابلیس کی مجلسِ شورٰی | Kalam e Iqbal 3,General Discourse,Iqbalian Philosophy (Fikr-e-Iqbal),General Discussion,2023-01-19,Thursday,4,55,5,0,9.09,01:11:56,https://i.ytimg.com/vi/LZANFNasezU/maxresdefault.jpg,https://youtube.com/watch?v=LZANFNasezU,LZANFNasezU,"Iblees ki majlis e shoora | ابلیس کی مجلسِ شورٰی | Kalam e Iqbal The last message of Iqbal to the nation is, Devil with his consultants is planning the world control and ummat e muslima. #communism #capitalism #democracy #monarchy #romanempire #islam #islamicsystem #muhammad #prophet #ummatemuslima Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
1st. Iran & America & Pakistan 01-05-26,General Discourse,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-05-24,Sunday,0,54,6,0,11.11,58:26,https://i.ytimg.com/vi/XUKmM7xZUqc/maxresdefault.jpg,https://youtube.com/watch?v=XUKmM7xZUqc,XUKmM7xZUqc,"#iran #america #iranisraelwar #pakistan #politics #currentaffairs #worldnews #gaza #israelpalestineconflict Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
3/14 Quranic Arabic Learning,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-01-24,Saturday,5,54,9,1,18.52,01:19:16,https://i.ytimg.com/vi/iOMO8w27xBI/maxresdefault.jpg,https://youtube.com/watch?v=iOMO8w27xBI,iOMO8w27xBI,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
49. Sorat Qaaf to Najm # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-24,Monday,19,54,6,0,11.11,01:00:07,https://i.ytimg.com/vi/I_8rnftg9NE/maxresdefault.jpg,https://youtube.com/watch?v=I_8rnftg9NE,I_8rnftg9NE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Independence ! But How? Part 1,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-08-14,Wednesday,0,54,3,0,5.56,27:18,https://i.ytimg.com/vi/PNqW9sPQnyQ/maxresdefault.jpg,https://youtube.com/watch?v=PNqW9sPQnyQ,PNqW9sPQnyQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad #independenceday #independence #palastine #bangladesh #pakistan #musa #firun #israel A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
94- Hujurat R1/A1-10 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-18,Monday,3,54,1,0,1.85,38:12,https://i.ytimg.com/vi/P-LiRF3e9Aw/maxresdefault.jpg,https://youtube.com/watch?v=P-LiRF3e9Aw,P-LiRF3e9Aw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
4b. Battle of Uhad. Aal e Imran 3,Standalone Keynotes,Civilizational History & Seerah,General Discussion,2024-03-15,Friday,5,54,3,0,5.56,50:30,https://i.ytimg.com/vi/Fuc_WeHBfGE/maxresdefault.jpg,https://youtube.com/watch?v=Fuc_WeHBfGE,Fuc_WeHBfGE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
59- Noor R1-2/A1-20 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-01-29,Monday,5,54,8,3,20.37,41:38,https://i.ytimg.com/vi/V8fgUww8DDo/maxresdefault.jpg,https://youtube.com/watch?v=V8fgUww8DDo,V8fgUww8DDo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Laws against Human rights | بنیادی انسانی حقوق کے خلاف قوانین,General Discourse,Constitutional Law & Statecraft,Amendments & Legal History,2023-11-14,Tuesday,1,54,3,0,5.56,12:12,https://i.ytimg.com/vi/MY9bSJW47aE/maxresdefault.jpg,https://youtube.com/watch?v=MY9bSJW47aE,MY9bSJW47aE,"Combined study and discussion on Constitution of Pakistan #constitutionalrights #humanrights #state #fundamentalrights #treason #constitution #pakistan #quran #islam #constitutionallaw #constitution_making #قرارداد Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Quranic Economic principles -2 |بازارِ مدینہ، ذخیرہ اندوزی، کرپشن۔ حلال بھرپور کماؤ | misdeclaration,General Discourse,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-02-28,Tuesday,2,54,3,0,5.56,33:33,https://i.ytimg.com/vi/DWB9gNrGQrU/maxresdefault.jpg,https://youtube.com/watch?v=DWB9gNrGQrU,DWB9gNrGQrU,"Quranic Economic principles -2. Special lecture # 17. #bribe #bazaremadina #corruption #misdeclaration #concealment #ذخیرہ-اندوزی #بازارِمدینہ #مدینہ #muhammad #quran #economy #کرپشن Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
20. Anfaal 20-75 # Dora Quran 2025,Standalone Keynotes,Civilizational History & Seerah,Prophetic Era (Seerah),2025-03-10,Monday,7,53,3,0,5.66,53:38,https://i.ytimg.com/vi/5Hi9M8ok8rA/maxresdefault.jpg,https://youtube.com/watch?v=5Hi9M8ok8rA,5Hi9M8ok8rA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
کوہ طور سے فرعون کے سامنے تک,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-10-27,Sunday,4,53,5,1,11.32,01:04:41,https://i.ytimg.com/vi/lnf5ucNJbyw/maxresdefault.jpg,https://youtube.com/watch?v=lnf5ucNJbyw,lnf5ucNJbyw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
تحریک آزادی کا قرآنی بیان 2,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-10-20,Sunday,4,53,6,0,11.32,55:46,https://i.ytimg.com/vi/6yovYvT6OxY/maxresdefault.jpg,https://youtube.com/watch?v=6yovYvT6OxY,6yovYvT6OxY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
14c. Dajjaliat. Mosa and Khizr A.S. Kahaf 2,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-25,Monday,14,53,2,0,3.77,55:46,https://i.ytimg.com/vi/j7R8IEDjE6M/maxresdefault.jpg,https://youtube.com/watch?v=j7R8IEDjE6M,j7R8IEDjE6M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
3c. Christian beliefs. Aal e Imran 1,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-14,Thursday,9,53,3,0,5.66,38:39,https://i.ytimg.com/vi/34PtzFqPMYQ/maxresdefault.jpg,https://youtube.com/watch?v=34PtzFqPMYQ,34PtzFqPMYQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
