title,primary_domain,structural_archetype,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
ذکر کا اثر,Unassigned Individual Uploads,General Discourse,24-12-25,Wednesday,5,65,9,0,13.85,2:15,https://i.ytimg.com/vi/8wPjwTxF2vE/hqdefault.jpg,https://youtube.com/watch?v=8wPjwTxF2vE,8wPjwTxF2vE,
"2- Deaf, Dumb & Blind | Striking examples in Quran",Striking examples in the Quran,Standalone Keynotes,04-07-26,Saturday,11,64,12,1,20.31,48:35:00,https://i.ytimg.com/vi/rYPBXkFHZbw/maxresdefault.jpg,https://youtube.com/watch?v=rYPBXkFHZbw,rYPBXkFHZbw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
30** Start Sora kahaf | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,05-03-26,Thursday,4,64,5,0,7.81,20:53,https://i.ytimg.com/vi/nbQBe8p2V98/maxresdefault.jpg,https://youtube.com/watch?v=nbQBe8p2V98,nbQBe8p2V98,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"حضرت نوح، ھود، صالح علیہم السلام",Online Seerat sessions,Standalone Keynotes,23-09-24,Monday,5,64,8,0,12.5,1:47:21,https://i.ytimg.com/vi/cK7sW1RhO7A/maxresdefault.jpg,https://youtube.com/watch?v=cK7sW1RhO7A,cK7sW1RhO7A,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Azmat e Quran by Saahib e Quran SAW | عظمتِ قرآن بزبانِ صاحبِ قرآنﷺ | Khutba e Jumma | 10-03-23,Khutba e Jumma,General Discourse,11-03-23,Saturday,5,64,4,0,6.25,31:18:00,https://i.ytimg.com/vi/REVkgym-Wsg/maxresdefault.jpg,https://youtube.com/watch?v=REVkgym-Wsg,REVkgym-Wsg,"#quran #muhammad #ramazan #justice #fitnah Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
بتانِ وہم و گماں لا الہ الا اللہ| Iqbal & Quran with friends | ضربِ کلیم | Ep.05,IQBAL & QURAN with friends,General Discourse,22-02-23,Wednesday,5,63,7,0,11.11,9:40,https://i.ytimg.com/vi/8MbaiFskr1A/maxresdefault.jpg,https://youtube.com/watch?v=8MbaiFskr1A,8MbaiFskr1A,"A collective study of Kalam e Iqbal with reference to the Quran. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
لا اله الا الله.,Unassigned Individual Uploads,Standalone Keynotes,29-04-24,Monday,1,63,7,1,12.7,3:02,https://i.ytimg.com/vi/BOeunT1FIGU/sddefault.jpg,https://youtube.com/watch?v=BOeunT1FIGU,BOeunT1FIGU,#muhammad #quran #tarjuma #ramazan #tarjumaequran #lailahaillallah
9a. makki dawat. Araaf 3,Live Ramazan 2024,Standalone Keynotes,20-03-24,Wednesday,4,62,5,1,9.68,1:02:56,https://i.ytimg.com/vi/xlZTAeEoVuU/maxresdefault.jpg,https://youtube.com/watch?v=xlZTAeEoVuU,xlZTAeEoVuU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
استقبال رمضان 2026,Unassigned Individual Uploads,Standalone Keynotes,15-02-26,Sunday,5,62,5,0,8.06,1:01:40,https://i.ytimg.com/vi/NDGx7flyYoE/maxresdefault.jpg,https://youtube.com/watch?v=NDGx7flyYoE,NDGx7flyYoE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"42. Sorat Fatir, Yaseen, Saffaat # Dora Quran 2025",Ramazan 2025,Standalone Keynotes,22-03-25,Saturday,6,61,4,0,6.56,1:45:00,https://i.ytimg.com/vi/aoML6xyOdyg/maxresdefault.jpg,https://youtube.com/watch?v=aoML6xyOdyg,aoML6xyOdyg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
12-  Aal e Imran R17-20 | Dora Tarjuma Quran 2023,Dora Tarjuma Quran 2023,Standalone Keynotes,27-06-23,Tuesday,11,61,9,1,16.39,47:35:00,https://i.ytimg.com/vi/04XY8HIyfYU/maxresdefault.jpg,https://youtube.com/watch?v=04XY8HIyfYU,04XY8HIyfYU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
62- Noor R7-9/A51-64 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,03-02-24,Saturday,4,61,7,0,11.48,28:30:00,https://i.ytimg.com/vi/ycOLnD8Qbj8/maxresdefault.jpg,https://youtube.com/watch?v=ycOLnD8Qbj8,ycOLnD8Qbj8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
71- Room complete | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,18-02-24,Sunday,2,61,6,0,9.84,51:13:00,https://i.ytimg.com/vi/p1U_QAV2TEc/maxresdefault.jpg,https://youtube.com/watch?v=p1U_QAV2TEc,p1U_QAV2TEc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
5 stages of life | زندگی کے 5 مراحل |Special Lecture 7A,SPECIAL LECTURE SERIES,Thematic Academic Seminars,09-01-23,Monday,15,61,8,0,13.11,50:59:00,https://i.ytimg.com/vi/541C5Wtulac/maxresdefault.jpg,https://youtube.com/watch?v=541C5Wtulac,541C5Wtulac,"Special Lecture series # 7A From Spiritual life to eternal life after death, different stages of life. Childhood, adulthood, youth, old life, and the real purpose of life عالمِ ارواح سے لیکر آخرت کی ابدی زنگی تک انسانی زندگی کے مختلف مراحل بچپن، لڑکپن، جوانی،ادھیڑعمری اور بڑھاپے کے دوران کرنے کا اصل کام #life #childhood #adulthood #Youth #old #death #hereafter #quran #بچپن #جوانی #بڑھاپا #لڑکپن Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestio..."
23. Sorat Hood # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,12-03-25,Wednesday,7,60,5,0,8.33,1:06:48,https://i.ytimg.com/vi/sU9XY2yv6-U/maxresdefault.jpg,https://youtube.com/watch?v=sU9XY2yv6-U,sU9XY2yv6-U,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
16. Quranic Arabic Class | To order & Rule of vowels,Online Quranic Arabic Course,Standalone Keynotes,20-02-25,Thursday,5,60,4,0,6.67,1:24:26,https://i.ytimg.com/vi/lXdJss2UixM/maxresdefault.jpg,https://youtube.com/watch?v=lXdJss2UixM,lXdJss2UixM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"Quran, Justice & Pakistan",Online Quran sessions 1,Standalone Keynotes,29-07-24,Monday,5,60,4,0,6.67,1:02:41,https://i.ytimg.com/vi/44xEqRyrSJU/sddefault.jpg,https://youtube.com/watch?v=44xEqRyrSJU,44xEqRyrSJU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
09- Aale Imran R1-6 | Dora Tarjuma Quran 2023,Dora Tarjuma Quran 2023,Standalone Keynotes,28-05-23,Sunday,21,60,7,0,11.67,48:58:00,https://i.ytimg.com/vi/Q_j_5cUn5yk/maxresdefault.jpg,https://youtube.com/watch?v=Q_j_5cUn5yk,Q_j_5cUn5yk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Muhammad S.A.W | اسمِ محمد صلی اللّٰہ علیہ وسلم,Khutba e Jumma,General Discourse,24-11-23,Friday,12,60,8,2,16.67,21:54,https://i.ytimg.com/vi/B7rxo_m1TGM/maxresdefault.jpg,https://youtube.com/watch?v=B7rxo_m1TGM,B7rxo_m1TGM,"Most beautiful, most perfect, most praiseworthy, and most beloved name."
11c. Stories of Nations. why they fell? Sorat Hood,Live Ramazan 2024,Standalone Keynotes,05-04-24,Friday,5,59,3,0,5.08,50:02:00,https://i.ytimg.com/vi/wDHQmRMUg5E/maxresdefault.jpg,https://youtube.com/watch?v=wDHQmRMUg5E,wDHQmRMUg5E,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
7c. Debate of Ibrahim A.S. Anaam 2,Live Ramazan 2024,Standalone Keynotes,18-03-24,Monday,7,59,1,0,1.69,1:01:42,https://i.ytimg.com/vi/leWlqMPf3nY/maxresdefault.jpg,https://youtube.com/watch?v=leWlqMPf3nY,leWlqMPf3nY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Welcome Ramazan 2025,Unassigned Individual Uploads,General Discourse,28-02-25,Friday,3,59,3,0,5.08,1:00,https://i.ytimg.com/vi/WNjw3MkZoZs/sddefault.jpg,https://youtube.com/watch?v=WNjw3MkZoZs,WNjw3MkZoZs,
HSE Istiqbal e Ramazan 2026,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,16-02-26,Monday,9,58,7,0,12.07,59:56:00,https://i.ytimg.com/vi/Gw7K0aq5lzU/maxresdefault.jpg,https://youtube.com/watch?v=Gw7K0aq5lzU,Gw7K0aq5lzU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
33. Sora Mominon & Noor 26 # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,16-03-25,Sunday,19,58,6,0,10.34,1:23:06,https://i.ytimg.com/vi/bS4OS9HRO6M/maxresdefault.jpg,https://youtube.com/watch?v=bS4OS9HRO6M,bS4OS9HRO6M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
51. Sorat Waqia 40 to Sorat Mujadila end # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,25-03-25,Tuesday,19,58,6,0,10.34,1:03:16,https://i.ytimg.com/vi/em_VontBl7M/maxresdefault.jpg,https://youtube.com/watch?v=em_VontBl7M,em_VontBl7M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
5/14 Quranic Arabic Learning,Online Quranic Arabic Course,Standalone Keynotes,31-01-26,Saturday,5,58,3,0,5.17,1:09:25,https://i.ytimg.com/vi/nwJCqOpfvpo/maxresdefault.jpg,https://youtube.com/watch?v=nwJCqOpfvpo,nwJCqOpfvpo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"15. Quranic Arabic Class | Matter, Die & shapes",Online Quranic Arabic Course,Standalone Keynotes,19-02-25,Wednesday,5,58,2,0,3.45,1:16:16,https://i.ytimg.com/vi/ld5yjE_y6TE/maxresdefault.jpg,https://youtube.com/watch?v=ld5yjE_y6TE,ld5yjE_y6TE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
3b. Economic guidance. Baqara,Live Ramazan 2024,Standalone Keynotes,14-03-24,Thursday,9,58,4,0,6.9,1:09:30,https://i.ytimg.com/vi/cWmmsFdRrm0/maxresdefault.jpg,https://youtube.com/watch?v=cWmmsFdRrm0,cWmmsFdRrm0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Shame -5 | حیا و پاکبازی | Quranic Case Study | سورۃ یوسف | Special Lecture 12,SPECIAL LECTURE SERIES,Thematic Academic Seminars,08-02-23,Wednesday,3,58,5,0,8.62,26:44:00,https://i.ytimg.com/vi/LnN1la7XitU/maxresdefault.jpg,https://youtube.com/watch?v=LnN1la7XitU,LnN1la7XitU,"Sex Discipline in Islam -5 | حیا و پاکبازی | Quranic Case Study | سورۃ یوسف | Special Lecture 12 This is a group of lectures about the Quranic descriptions of Islamic principles of Shame, Chastity, Sex Discipline, and refraining from vulgarity. #vulgarity #shame #Chastity #Sex_discipline #dress #shatan Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video.."
وقل لعبادى يقول التى هى احسن,Unassigned Individual Uploads,General Discourse,14-12-23,Thursday,20,58,14,0,24.14,0:53,https://i.ytimg.com/vi/dmaiiszKYPc/maxresdefault.jpg,https://youtube.com/watch?v=dmaiiszKYPc,dmaiiszKYPc,
28. Sorat Bani israel # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,15-03-25,Saturday,6,57,7,0,12.28,1:42:35,https://i.ytimg.com/vi/rHxVEO35XdU/maxresdefault.jpg,https://youtube.com/watch?v=rHxVEO35XdU,rHxVEO35XdU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
32. Sorat Hajj # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,16-03-25,Sunday,18,57,5,0,8.77,1:27:38,https://i.ytimg.com/vi/Wfn2BUhRxx4/maxresdefault.jpg,https://youtube.com/watch?v=Wfn2BUhRxx4,Wfn2BUhRxx4,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
2/14 Quranic Arabic Learning,Online Quranic Arabic Course,Standalone Keynotes,19-01-26,Monday,6,57,2,0,3.51,1:36:30,https://i.ytimg.com/vi/Pd07uYwom6E/maxresdefault.jpg,https://youtube.com/watch?v=Pd07uYwom6E,Pd07uYwom6E,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
7. Quranic Arabic Class | To Question & Intro of Verb,Online Quranic Arabic Course,Standalone Keynotes,06-02-25,Thursday,4,57,3,0,5.26,1:08:31,https://i.ytimg.com/vi/69jXKCuUML0/maxresdefault.jpg,https://youtube.com/watch?v=69jXKCuUML0,69jXKCuUML0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
10- Aal e Imran R7-12 | Dora Tarjuma Quran 2023,Dora Tarjuma Quran 2023,Standalone Keynotes,08-06-23,Thursday,9,57,9,2,19.3,1:02:42,https://i.ytimg.com/vi/YFyR8eRwsAk/maxresdefault.jpg,https://youtube.com/watch?v=YFyR8eRwsAk,YFyR8eRwsAk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Join us this year #quran #tarjumaequran https://maps.app.goo.gl/FDSR4wpXbUg9eKoaA?g_st=aw,Unassigned Individual Uploads,Standalone Keynotes,14-02-26,Saturday,4,57,3,0,5.26,0:22,https://i.ytimg.com/vi/zxMCBcg5cYc/maxresdefault.jpg,https://youtube.com/watch?v=zxMCBcg5cYc,zxMCBcg5cYc,
56. Sorah Rahman & Waqia | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,15-03-26,Sunday,8,56,3,0,5.36,40:46:00,https://i.ytimg.com/vi/qi_ybV6Z6kc/maxresdefault.jpg,https://youtube.com/watch?v=qi_ybV6Z6kc,qi_ybV6Z6kc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
27. Sorat Nahl # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,14-03-25,Friday,7,56,9,0,16.07,1:20:05,https://i.ytimg.com/vi/YWMxwdLCtiQ/maxresdefault.jpg,https://youtube.com/watch?v=YWMxwdLCtiQ,YWMxwdLCtiQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
14. Quranic Arabic Class | Revision of verb & Intro of shapes,Online Quranic Arabic Course,Standalone Keynotes,18-02-25,Tuesday,5,56,2,0,3.57,1:32:25,https://i.ytimg.com/vi/So11mozZ8hc/maxresdefault.jpg,https://youtube.com/watch?v=So11mozZ8hc,So11mozZ8hc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
11. Quranic Arabic Class | Past & Present tense,Online Quranic Arabic Course,Standalone Keynotes,12-02-25,Wednesday,4,56,4,0,7.14,1:07:55,https://i.ytimg.com/vi/YxAJtrwJ_QE/maxresdefault.jpg,https://youtube.com/watch?v=YxAJtrwJ_QE,YxAJtrwJ_QE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
9c. How to fight? Anfaal 2,Live Ramazan 2024,Standalone Keynotes,20-03-24,Wednesday,7,56,6,0,10.71,55:10:00,https://i.ytimg.com/vi/o1uVM5OLL8U/maxresdefault.jpg,https://youtube.com/watch?v=o1uVM5OLL8U,o1uVM5OLL8U,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
51- Kahaf R9-12/A60-110 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,20-12-23,Wednesday,2,56,6,0,10.71,41:29:00,https://i.ytimg.com/vi/sguefhL_9SM/maxresdefault.jpg,https://youtube.com/watch?v=sguefhL_9SM,sguefhL_9SM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
1st. Iran & America & Pakistan 01-05-26,Current Affairs,General Discourse,24-05-26,Sunday,0,55,6,0,10.91,58:26:00,https://i.ytimg.com/vi/XUKmM7xZUqc/maxresdefault.jpg,https://youtube.com/watch?v=XUKmM7xZUqc,XUKmM7xZUqc,"#iran #america #iranisraelwar #pakistan #politics #currentaffairs #worldnews #gaza #israelpalestineconflict Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
History of Bani Israeel,Online Seerat sessions,Standalone Keynotes,05-01-25,Sunday,4,55,4,0,7.27,58:20:00,https://i.ytimg.com/vi/C69hWU0G5wg/maxresdefault.jpg,https://youtube.com/watch?v=C69hWU0G5wg,C69hWU0G5wg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"28b. Reality of Man, Hidayat & Seerat. Shams to Alaq",Live Ramazan 2024,Standalone Keynotes,08-04-24,Monday,6,55,2,0,3.64,1:25:47,https://i.ytimg.com/vi/KIznPFz5vn0/maxresdefault.jpg,https://youtube.com/watch?v=KIznPFz5vn0,KIznPFz5vn0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
5c. Migration & War. Nisaa 3,Live Ramazan 2024,Standalone Keynotes,16-03-24,Saturday,7,55,7,0,12.73,54:04:00,https://i.ytimg.com/vi/gaj_W1XGDWk/maxresdefault.jpg,https://youtube.com/watch?v=gaj_W1XGDWk,gaj_W1XGDWk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
56- Hajj R1-9/A1-72 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,25-01-24,Thursday,4,55,6,0,10.91,51:13:00,https://i.ytimg.com/vi/MXNwmDMzx8k/maxresdefault.jpg,https://youtube.com/watch?v=MXNwmDMzx8k,MXNwmDMzx8k,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Iblees ki majlis e shoora | ابلیس کی مجلسِ شورٰی | Kalam e Iqbal 3,Kalam e Iqbal | کلامِ اقبال,General Discourse,19-01-23,Thursday,4,55,5,0,9.09,1:11:56,https://i.ytimg.com/vi/LZANFNasezU/maxresdefault.jpg,https://youtube.com/watch?v=LZANFNasezU,LZANFNasezU,"Iblees ki majlis e shoora | ابلیس کی مجلسِ شورٰی | Kalam e Iqbal The last message of Iqbal to the nation is, Devil with his consultants is planning the world control and ummat e muslima. #communism #capitalism #democracy #monarchy #romanempire #islam #islamicsystem #muhammad #prophet #ummatemuslima Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
Quranic Economic principles -6 | اسلام کا اخلاقی معاشی نظام,SPECIAL LECTURE SERIES,Thematic Academic Seminars,23-05-23,Tuesday,5,55,5,1,10.91,15:42,https://i.ytimg.com/vi/oKHpEJxZ9X0/maxresdefault.jpg,https://youtube.com/watch?v=oKHpEJxZ9X0,oKHpEJxZ9X0,"قرآن کی معاشی تعلیمات -6 | Special lecture series # 21. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
49. Sorat Qaaf to Najm # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,24-03-25,Monday,19,54,6,0,11.11,1:00:07,https://i.ytimg.com/vi/I_8rnftg9NE/maxresdefault.jpg,https://youtube.com/watch?v=I_8rnftg9NE,I_8rnftg9NE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
4b. Battle of Uhad. Aal e Imran 3,Live Ramazan 2024,Standalone Keynotes,15-03-24,Friday,5,54,3,0,5.56,50:30:00,https://i.ytimg.com/vi/Fuc_WeHBfGE/maxresdefault.jpg,https://youtube.com/watch?v=Fuc_WeHBfGE,Fuc_WeHBfGE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Laws against Human rights | بنیادی انسانی حقوق کے خلاف قوانین,Constitution of Pakistan,General Discourse,14-11-23,Tuesday,1,54,3,0,5.56,12:12,https://i.ytimg.com/vi/MY9bSJW47aE/maxresdefault.jpg,https://youtube.com/watch?v=MY9bSJW47aE,MY9bSJW47aE,"Combined study and discussion on Constitution of Pakistan #constitutionalrights #humanrights #state #fundamentalrights #treason #constitution #pakistan #quran #islam #constitutionallaw #constitution_making #قرارداد Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
59- Noor R1-2/A1-20 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,29-01-24,Monday,5,54,8,3,20.37,41:38:00,https://i.ytimg.com/vi/V8fgUww8DDo/maxresdefault.jpg,https://youtube.com/watch?v=V8fgUww8DDo,V8fgUww8DDo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
94- Hujurat R1/A1-10 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,18-03-24,Monday,3,54,1,0,1.85,38:12:00,https://i.ytimg.com/vi/P-LiRF3e9Aw/maxresdefault.jpg,https://youtube.com/watch?v=P-LiRF3e9Aw,P-LiRF3e9Aw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
